fips,per_capita_health_cost,low_birthweight_percentage,food_environment,physical_exercise_opportunities,teen_births,limited_healthy_access,stis,primarycare_ratio,dentist_ratio,mentalhealth_ratio,otherproviders_ratio,disconnected_youth,unemployment,income_inequality,children_freelunches,single_parent_households,social_associations,water_violations,high_housing_costs,housing_overcrowding,segregation_black_white,segregation_nonwhite_white,homeownership,severe_ownership_cost,smoke_perc,obesity_perc,inactive_perc,drinking_perc,food_insecure_perc,preventable_hospitalization,mammogram_perc,flu_vaccine_perc,violent_crime,air_pollution,drive_alone_perc,long_commute_perc,traffic_volume,party,age_over_18,age_over_65,age_over_85,age_under_5,asian,avg_family_size,bachelors,black,hispanic,household_has_broadband,household_has_computer,household_has_smartphone,households_speak_asian_or_pac_isl,households_speak_limited_english,households_speak_other,households_speak_other_indo_euro_lang,households_speak_spanish,housing_mobile_homes,housing_one_unit_structures,housing_two_unit_structures,hs_grad,mean_household_income,median_age,median_household_income,median_individual_income,median_individual_income_age_25plus,native,other_single_race,pac_isl,per_capita_income,persons_per_household,pop,poverty,poverty_65_and_over,poverty_under_18,two_plus_races,uninsured,uninsured_65_and_older,uninsured_under_19,uninsured_under_6,veterans,white,white_not_hispanic
42049,9973,0.0820829243210396,7.3,0.883578195504801,0.0229943941101565,0.0866799214266875,0.00355502456827942,1265.1658986,1478.5923913,507.57649254,619.72892938,0.0467473237473871,0.0470911341482284,4.6337955346651,0.622915907753524,0.40554066433685104,0.00131856444028396,1,0.1240808824,0.0144031987,67.314910061,57.462714387,0.658000908677874,0.131836769068094,0.2,0.34,0.24,0.22,0.14,5097,0.48,0.51,225,10.9,0.79,0.2,191,democrat,78.5,17.4,2.5,5.6,1.7,2.96,27.9,7.2,4.2,81.2,74.2,74.2,0.9,1.6,1,2.9,2.8,33.9,5.2,66.1,91.3,68976,39.7,51529,26585,35867,0.3,1.2,0,28306,2.36,273835,16,8.5,23.1,3.2,4.6,0.1,2.3,2.2,9.1,86.5,84.2
13285,11206,0.109068438127607,6.8,0.730371099576398,0.0430708235718147,0.0725722177226896,0.00805319118447826,1886.1081081,1708.1463415,795.84090909,1094.28125,0.160344363734194,0.0369976262584923,5.52717324480512,0.680955097384076,0.444742677091843,0.00126099790788983,0,0.1655913978,0.0194963444,34.07908523,33.836254073,0.572877671778771,0.178939773354272,0.18,0.4,0.35,0.15,0.17,5454,0.33,0.4,332,11.2,0.85,0.26,90,republican,75.3,14.5,1.6,6.5,2.3,3.39,19,36.2,3.7,73.1,65.3,73,1.4,1.9,0.1,1.5,3.1,42.6,6.5,57.4,83.4,60945,36.4,45649,24771,32080,0.3,1.2,0,23124,2.74,69919,21.3,12.1,28.1,1.7,11.8,0.3,6.1,2.9,7.4,58.3,56.3
42107,11233,0.0788542001931123,8.3,0.751822454801098,0.0232957800267329,0.0259779250079237,0.0020691735229958802,1804.6708861,2219.796875,1353.0190476,1578.5222222,0.0612107999329197,0.0517476168860645,4.36875175841696,0.544160623444096,0.343305402032448,0.00132567388422448,0,0.1032269257,0.0096846075,57.064536377,35.933516971,0.753835152299389,0.116498840851576,0.19,0.32,0.23,0.19,0.12,5181,0.37,0.5,319,11.5,0.84,0.34,94,republican,80.2,20,2.9,4.9,0.5,2.82,16.6,3.2,4.4,76.6,71.7,68.3,0.5,0.5,0.2,2.4,2.9,24.3,3.6,75.7,89.3,65564,44.4,52280,28165,38382,0.2,1,0,27431,2.3,142674,12.4,8.6,16.6,1.4,5.2,0.2,4.6,4.7,9.4,93.7,91
54011,10671,0.105599398722285,7.3,0.88854743093263,0.0307355046528275,0.0437123408206065,0.00471787527117252,628.86092715,1726.3703704,369.93650794,329.41342756,0.0546935608999224,0.047351466563325,5.96471085440586,0.560987037326253,0.386607433091343,0.00141115019271678,1,0.143568147,0.0105118258,60.055911632,46.324827571,0.621984455435551,0.14464799720227,0.24,0.33,0.28,0.12,0.16,4904,0.37,0.45,461,10.4,0.83,0.24,140,republican,80.2,18.2,2.2,5.6,1.4,3.08,26,4.9,1.4,71.4,66.9,74.4,1,0.4,0.2,0.8,1,38.2,8.3,61.8,88,58832,38.8,40028,22326,33189,0.2,0.6,0,25271,2.31,94339,22.3,8.6,26,2.3,7.7,0,2.6,2.2,8,90.6,89.8
45003,9531,0.093207432226622,7.7,0.682889961836114,0.0304314219461224,0.0727793981536424,0.00542279357113552,3003.1964286,2455.0869565,685.8340081,1783.1684211,0.0685756421285486,0.0334577518121822,4.65072197921076,0.660186977472098,0.39768817944131,9.9893565784075e-4,0,0.1122976068,0.0156698472,27.054040027,25.139667041,0.716564233248389,0.119804707060591,0.15,0.36,0.27,0.17,0.13,4932,0.48,0.51,453,11.3,0.84,0.36,33,republican,78.2,18.7,2.3,5.8,0.9,3,26.4,25,5.7,78.8,71.9,78.1,0.7,1.4,0.1,1.2,4.4,27.4,18.1,72.6,88,68799,41,51399,27373,36130,0.3,0.6,0,28396,2.45,168301,14.9,7.8,22.1,2.4,10.2,0.2,4.3,6,10.1,70.7,66.2
16001,8380,0.0657571779211142,8.1,0.894687344691805,0.0130835473636501,0.0431335999057,0.00448725946647579,1067.4042056,1249.9095745,345.30933137,643.7890411,0.0496350364963504,0.0245987117881607,4.47803189888655,0.3125888,0.237532143153393,7.9238435456792e-4,1,0.1219597718,0.0145573566,49.253771912,20.789165451,0.683704612394143,0.122615602487532,0.12,0.26,0.15,0.18,0.12,2677,0.46,0.48,231,10.6,0.81,0.2,277,republican,76,14,1.4,5.8,2.5,3.22,38.5,1.4,8.2,84.4,86.8,82,1.7,1.6,0.9,2.5,5,30.7,3.7,69.3,95.2,88757,37,66293,32937,41097,0.5,1.5,0.2,34919,2.58,456849,10.8,9.2,11.7,3.4,8.3,0.5,4.3,2.8,8.6,90.5,84.7
06029,12582,0.0725069897483691,7.7,0.759382395361772,0.0391040850239485,0.0537565348623383,0.00768766536150278,2020.6312217,2080.6589327,529.37662338,1714.6539197,0.0991492209157824,0.0797551402207252,4.90792979876872,0.736815577249576,0.359373960937103,4.7026208153672e-4,1,0.1729017064,0.0909714678,48.367834503,26.611577351,0.580020379750143,0.17648581506852,0.15,0.32,0.22,0.18,0.13,4914,0.34,0.38,545,19.7,0.8,0.24,303,republican,70.9,10.7,1.2,7.9,4.7,3.69,16.4,5.5,53.3,79.7,70,79.3,3.1,9.5,0.8,1.9,37.8,41.7,6.6,58.3,74.1,73478,31.6,53350,25013,32876,1,10.7,0.2,23326,3.17,887641,21,12.3,29.1,3.5,7.9,1,3.2,2.3,5.7,74.4,34.2
34007,13061,0.0910403299725023,8.1,0.898985120420826,0.0217119150530462,0.0462539993750694,0.0062480542137653,970.9486692,1248.9605911,335.14738929,1008.1073559,0.0647531387509588,0.0463621996839305,5.4106334841629,0.441402792801652,0.40926804766523506,8.2041200738566e-4,0,0.1856955739,0.0198686194,56.431166599,47.640781228,0.667029996046122,0.183085776925185,0.16,0.31,0.29,0.18,0.12,6062,0.38,0.52,465,11.6,0.77,0.4,623,democrat,77.1,15.4,2,6.1,5.7,3.3,32.5,19.3,16.8,83.9,77.9,79.5,3.5,4.8,0.9,4.4,13,33.2,0.7,66.8,88.7,94016,38.8,70451,33626,45876,0.2,8,0,35958,2.67,506738,12.2,9,17.4,3.2,6.5,0.7,3,2.7,5.9,63.6,56.7
29097,10146,0.0697794624396968,7.3,0.745460120609179,0.0422393563526651,0.106058662209124,0.00583112205428517,1652.8425926,1699.0985915,424.77464789,697.31791908,0.0574079899339415,0.0274618536309692,4.16717325227964,0.555010478186321,0.326152186372678,0.00132260828335427,0,0.1135987648,0.0206647715,42.142938241,20.673813053,0.64808554826451,0.106968577552789,0.19,0.39,0.27,0.19,0.13,4211,0.46,0.49,416,10,0.83,0.15,110,republican,74.9,15.2,1.7,6.8,1.1,3.12,23.6,1.9,8,77.7,69.1,79,0.9,1.4,0.4,0.8,5,36.4,6.4,63.6,86.7,62468,36.2,48357,25861,33095,1.5,1.5,0.1,24484,2.57,119920,17.1,9.1,25.1,3.5,13.1,0.9,6.5,6.8,7.8,90.4,84.2
27141,10837,0.0579519655872864,8.9,0.885286839399315,0.0108676046176046,0.0561877037684042,0.00270698953156392,2488.6842105,2286.5714286,589.17791411,2233.3953488,0.0590419606386929,0.0315473887814313,3.36387530116084,0.226366760387379,0.226772665221232,8.5650840647139e-4,0,0.0777832271,0.0193307342,72.553805096,34.629160884,0.826480133598009,0.0843430970327259,0.15,0.3,0.2,0.25,0.07,7006,0.44,0.48,104,7.3,0.84,0.52,53,republican,73.4,10.9,1.2,6.6,1.3,3.22,26.6,2.5,2.6,89.2,85.1,84.9,1.3,0.6,1.3,1.8,2.5,16.4,1.5,83.6,94.6,101255,36,89250,39364,47868,0.6,1.3,0,35439,2.87,94463,6.4,5.8,8.4,2,2.7,0.1,1.3,0.8,7.5,92.4,91.2
55139,8827,0.0703131010077698,8.4,0.870953447429249,0.0132149949738887,0.0498945972639736,0.00385531705141596,1243.8978102,1613.3962264,443.05699482,814.38095238,0.0373496518252796,0.0271526313524678,4.04471638574617,0.364015283084404,0.305992779783394,0.00114427218421022,1,0.1114992722,0.0094694232,49.852086727,30.521534338,0.649865332820316,0.110239292526444,0.15,0.37,0.22,0.26,0.1,3037,0.56,0.55,169,9.8,0.85,0.17,282,republican,79.4,15.9,2.2,5.5,2.8,2.9,28.3,2.3,4.1,83.8,79.5,77.5,1.9,1.1,0.3,1.7,3.4,34.8,1.9,65.2,92.9,77772,38.3,58543,31111,41478,0.6,0.8,0.1,32571,2.3,170411,11.3,6.6,14.1,1.7,4.6,0.1,3.9,3.7,8.2,91.8,88.7
35029,8225,0.0773744041070774,5.3,0.701733413030484,0.0834042553191489,0.166564508447898,0.00755876733948002,2675.3333333,2662.5555556,647.64864865,1597.5333333,0.218020917135961,0.119026417334521,6.17794316644114,1,0.416104222257103,6.2297533017692e-4,0,0.1394859813,0.0280641466,48.996789023,19.297342805,0.604986149584488,0.143657606103958,0.19,0.33,0.27,0.14,0.21,3968,0.23,0.31,701,6.9,0.81,0.15,74,republican,73.6,20.5,1.8,7.4,0.8,3.58,12.5,1.6,67.1,63,46.7,64.2,0.7,12.5,0.9,0.2,52.1,39.1,36.5,60.9,69.8,43116,37.1,29360,16620,20718,0.9,3.1,0,17168,2.65,24083,27.7,16.9,36.8,1.3,8.6,0.2,3.4,2.2,8.7,92.3,29.5
12023,12107,0.102591221575886,7.1,0.674830818438939,0.0414025201534006,0.0719137956390399,0.00497040740102281,2175.375,1762.575,486.22758621,801.17045455,0.283957678009723,0.0374407582938389,4.53260099220411,0.584684950358793,0.374949494949495,8.3318967994024e-4,0,0.1253458183,0.0349226265,38.672606932,31.418730095,0.733560136081649,0.121379772832055,0.23,0.36,0.37,0.17,0.16,8203,0.41,0.38,571,8.8,0.82,0.31,102,republican,78.3,18.3,2,6,1.1,3.26,14.9,18.1,6.3,78.6,72.3,78.3,1.1,0.7,0.1,1.9,4.3,28.6,37.8,71.4,86.1,63704,40.4,46494,25790,32295,0.3,1.2,0,24275,2.59,69968,15.8,9.3,23,2.7,12.5,0.5,6.6,3.4,13,76.7,72.3
32031,9016,0.0787454031871236,7.9,0.916389618587257,0.0262786463103229,0.0775549402027019,0.00510435596315137,1354.6676471,1419.9237805,314.04922454,1037.2717149,0.0643176223903729,0.0362552748945021,4.28412882634557,0.439224639119707,0.324240212476938,6.2528903334223e-4,1,0.1563914281,0.0467118303,44.105816572,27.015775069,0.580368402089714,0.140822257705076,0.15,0.23,0.18,0.24,0.11,3275,0.41,0.45,439,8.4,0.78,0.22,1106,democrat,78.2,16,1.4,6,5.3,3.04,30.8,2.3,24.4,85.5,82.5,83.6,3.9,3.9,0.5,3.1,16.1,41.7,5.8,58.3,88.6,89027,38.4,64791,32659,40016,1.6,8.1,0.7,36071,2.47,456936,11.3,7.9,13.9,4.4,9.4,0.5,7.7,6.7,9.1,77.6,63.1
37089,9094,0.07641018802507,8.1,0.897479857597902,0.0260287555775905,0.072045529057523,0.00280879455180281,1112.5769231,1796.1230769,538.00921659,828,0.0680815297331372,0.0323812321022101,4.12513408697087,0.509214772319828,0.273287639725838,0.00114080271027068,0,0.1076377699,0.0261785676,37.148119373,31.71544808,0.724964271659659,0.101645260588048,0.14,0.28,0.23,0.15,0.11,2507,0.46,0.51,121,9.2,0.8,0.26,115,republican,80.8,25.4,3.3,4.9,1.3,2.83,31.8,3.5,10.1,82.3,76.1,76,1.1,2.7,0.4,1.8,6.7,26.7,15.4,73.3,89.9,72983,47.4,55945,29652,35558,0.4,2,0,31564,2.31,114913,10.9,6.5,17.7,1.6,11.6,0.3,6.2,5.1,9.8,91.2,83.1
45027,9412,0.104006820119352,7.1,0.436704698178491,0.0319469559975889,0.0235016590163278,0.0063129459435652,3096.0909091,3744.4444444,991.17647059,1685,0.116616314199396,0.0469397513547976,5.4508265620622,0.999412570981006,0.493611904404028,0.00117450157089585,0,0.1179566563,0.0221385542,33.558904529,32.795770062,0.763487656636903,0.115788623141564,0.19,0.4,0.33,0.14,0.18,5472,0.44,0.33,455,10.1,0.82,0.41,16,republican,80.5,22.8,1.9,4.8,0.6,3.05,15.1,47.5,3.1,70.5,63.3,67.6,0.3,0.4,0.3,1.2,3.2,23,38.2,77,78.5,57912,45.1,40900,21319,26850,0.1,1.2,0,22824,2.47,33957,22.9,14.1,36,1.3,10.9,0.9,1.6,0.6,8.9,49.3,47.7
06071,13737,0.0734863258250195,8.1,0.843479051301831,0.0262950564930727,0.0800431244294201,0.00609250747657833,1709.5118859,1409.2167424,440.93461929,1474.2722335,0.101205802926584,0.0403514978720748,4.61876120294762,0.716778680004069,0.358951406424283,4.472968437993e-4,1,0.2009500953,0.0879596717,36.285741666,30.383905102,0.592642630499831,0.197222972906973,0.13,0.29,0.23,0.19,0.1,4585,0.3,0.3,442,14.9,0.79,0.42,594,democrat,73.4,11.3,1.2,7.2,7.2,3.76,21,8.3,53.3,84.4,77.6,84.7,6.2,6.7,1.1,2.1,34.5,40.2,5.5,59.8,80,81382,33.3,63362,27235,37560,0.8,17.2,0.3,25215,3.29,2149031,16,10.9,22.9,5,8.4,1.5,3.9,2.9,5.8,61.2,28.5
12009,11034,0.0789821182943604,7.1,0.883697476517181,0.0185088012211993,0.123128363849342,0.00353043814774205,1366.9651972,1710.1690544,633.59766454,984.89933993,0.057524557956778,0.0352403474135624,4.3705050839051,0.470721854214557,0.356287850786159,7.4512612829748e-4,1,0.1419736306,0.014284122600000001,47.196431878,35.630508243,0.728849917863759,0.142254678721082,0.17,0.3,0.27,0.19,0.14,4963,0.4,0.4,496,7.3,0.81,0.33,267,republican,81.6,23.4,3.1,4.7,2.4,3.14,30.2,9.6,10.3,87.2,84.2,79.2,1.6,1.7,0.5,3.5,7.5,25.7,6.9,74.3,92.2,77091,47.3,56775,28542,36648,0.3,1.5,0.1,32176,2.51,585507,11.8,7.8,17.2,3.5,10.2,0.7,5.7,4.8,13.7,82.5,74.4
37157,10102,0.094488188976378,6.7,0.653994425637795,0.0304130976905562,0.116027840383157,0.00390328645724527,2674.9705882,2748.1818182,795.52631579,1889.375,0.108773607458762,0.0451616089286155,4.73390629331855,0.609701789264414,0.413461538461538,0.0015173338904221,1,0.1205587198,0.0205305959,29.045651737,24.933801995,0.690707239052714,0.113556313223816,0.18,0.36,0.3,0.16,0.16,6385,0.42,0.53,245,10.3,0.84,0.39,43,republican,79.5,19.9,2.3,5.2,0.6,2.96,15.1,18.4,6.1,69.6,65.1,66.6,0.3,0.5,0.2,0.7,4.3,30.4,16,69.6,82.7,57405,44.7,43579,24465,32125,0.5,2.7,0,24209,2.4,91077,18.1,11.6,26.4,2.4,10.2,0.5,4.5,4.2,6.9,75.4,72.4
39147,10232,0.0835356969402623,7.8,0.711586923958058,0.0252356985893528,0.0522357362357917,0.00331263689517224,2401.8695652,2400.3043478,823.98507463,2044.7037037,0.0549694614103276,0.0439750820155553,3.74889186250732,0.47407698350353505,0.40952698756986705,0.00146624911753525,1,0.0927105449,0.0065105386,64.343774877,39.536902147,0.716423425087752,0.0983982787473105,0.19,0.34,0.28,0.17,0.13,4600,0.43,0.51,172,11.5,0.83,0.27,35,republican,78,17.5,2.7,5.4,0.6,2.91,16.8,3.1,5.1,79,73.5,72.5,0.7,0.7,0.3,1,3,27.7,4.1,72.3,91.7,67625,39.9,52500,26909,35038,0.2,0.6,0,27100,2.41,55351,12.8,8.2,18.4,1.7,4.8,0.4,2.4,1.3,8.3,93.7,89.8
13113,9674,0.0822346736980883,8.6,0.895708802912722,0.0066400206291903,0.0650853148207231,0.00329634203769025,907.65322581,1040.9082569,540.28095238,619.99453552,0.0347152488882513,0.0347943498130453,4.05281724406384,0.253687746458303,0.198999767387765,0.00133275284542733,1,0.0987942435,0.0133555927,46.782831851,39.18367791,0.814328478353835,0.107411001583329,0.13,0.29,0.19,0.16,0.08,3584,0.46,0.49,73,11.5,0.8,0.48,55,republican,76.7,17.7,1.8,4.5,4.5,3.19,46.2,22.7,7.2,90.1,90,85.2,2.8,1.4,1,4.1,6.1,18,2.7,82,95.3,120612,43.4,90145,41364,53630,0.2,2.3,0.2,44061,2.77,112303,5.5,4.9,7.1,3.3,7.2,0.2,5.7,6.2,12.2,66.9,62.2
06087,10869,0.0578236454697223,8.3,0.940361762620912,0.0127992564121888,0.0380176525775396,0.00403773872133441,999.62681159,1258.0504587,131.34818008,1428.4114583,0.0291041382446567,0.0489699757393877,5.55127385319557,0.507313102536057,0.291187162149436,6.8141371598821e-4,1,0.2146432375,0.0672207027,53.560009722,38.623683463,0.593936672375621,0.21449778663837,0.11,0.19,0.11,0.23,0.11,2792,0.43,0.48,410,7.5,0.69,0.38,375,democrat,80.6,15.8,1.6,5.2,4.8,3.26,40.8,1.1,33.6,87.3,85.2,81.7,3.4,5.9,0.6,4.5,22.2,39.9,6,60.1,86.3,115265,37.8,82234,31174,43646,0.5,13.9,0.1,41312,2.72,273962,13.1,7.7,14,4.8,5.1,0.4,2.3,1.4,4.6,74.8,57.3
21095,10061,0.106356968215159,5.7,0.593175763371815,0.0603480892924707,0.115614696874787,0.00153483322726762,3339.125,3301.125,3301.125,776.73529412,0.116420503909644,0.0743057674702472,5.64916105792018,0.798999165971643,0.383413661293003,8.9843896230299e-4,1,0.1095518334,0.0240594926,45.200010916,28.041831674,0.681530366538839,0.127744911260403,0.27,0.32,0.33,0.13,0.21,13164,0.26,0.25,61,9.6,0.81,0.3,34,republican,77.1,17.9,1.7,6.3,0.3,2.84,10.8,2.3,1,66.8,58.5,61.1,0.4,0.2,0.1,0.5,1.6,31.2,19,68.8,72.8,39289,41.3,26478,17709,26759,0,0.3,0,16468,2.34,26699,36,20.5,47.4,1.6,5.8,0,3.4,1.4,6.9,95.5,95
37119,10326,0.0939158275442948,7.4,0.922538243724636,0.0210715936946604,0.0544594115011722,0.00819808383255776,1145.5712766,1468.3234899,346.50015838,570.03699844,0.0530483425936425,0.0370884443158354,4.62694062312126,0.558908961662908,0.355216230476576,9.4721856696974e-4,0,0.1415138878,0.0239397112,52.334234019,46.889767312,0.564741070410808,0.142170038553984,0.14,0.28,0.19,0.19,0.15,4196,0.45,0.52,584,11.3,0.77,0.38,382,democrat,76.2,10.9,1.2,6.7,5.9,3.29,45.4,31.6,13.3,88.2,83.1,86.9,3.2,4.8,1.3,4.3,9.7,43.6,1.4,56.4,90.3,97595,35.1,66641,35339,43202,0.4,5.6,0.1,38819,2.58,1074475,11.6,7.7,16.4,2.8,11.6,1.4,6,4.3,5.9,53.8,46.8
29145,9272,0.0702174346698584,8,0.541934817771965,0.0360142241053189,0.0533820082647899,0.0042031223194373,1652.8425926,4855.5,3237,3427.4117647,0.077140169332079,0.0301483548766157,3.8559701492537295,0.569465816663003,0.244804684710419,0.00116658088866015,0,0.0916990624,0.0172531215,54.759113271,22.441868441,0.707921681336447,0.0985258795271511,0.2,0.29,0.28,0.18,0.12,4370,0.4,0.4,255,10,0.81,0.26,86,republican,76,17.7,2,6.2,1.4,3.09,20,0.9,5.3,75,68.5,74.9,0.9,1.2,0.3,1.5,3.6,28.5,13.8,71.5,87.1,72789,39.9,50813,26793,32451,2.4,0.5,1,28353,2.57,58180,13.5,7.8,18.3,3.3,12.6,0.1,8.7,10.4,9.8,90.3,86.1
18053,10364,0.102294095524633,7.2,0.64496652916744,0.0278878231859883,0.079141228366709,0.00592561399287122,2216.3666667,1735.1578947,425.39354839,1030.25,0.102436716347291,0.0385557864698037,4.06756354249404,0.559416932136307,0.444525281920698,0.00165435923658841,1,0.1068287037,0.0122020972,57.032259193,49.802783135,0.692125110064699,0.12083646877104,0.22,0.37,0.33,0.15,0.15,5897,0.4,0.48,234,12,0.79,0.19,133,republican,79.2,18.7,2.5,5.6,1,2.81,17.9,7.2,4.3,71.9,68,73.2,0.4,0.4,0.2,0.6,2.5,31.6,5.3,68.4,87.2,56890,40.3,44356,23127,32709,0.2,0.8,0,23046,2.31,66452,18,8.5,26.9,2.9,8.6,0,4.5,2.5,8.5,87.8,84.9
04005,10055,0.0798543258127554,6.1,0.82876187500465,0.0186489020084967,0.138316803192954,0.00751548559413536,1182.9915966,1322.7222222,484.25084746,971.79591837,0.0328027013989387,0.0549148320641387,5.0765069906028,0.508848144125727,0.365888812628689,9.3765982837983e-4,1,0.1661647666,0.0735775362,50.178051526,59.290096122,0.605740756409172,0.168653079308817,0.16,0.24,0.17,0.17,0.18,2370,0.31,0.39,357,5.6,0.69,0.16,106,democrat,79.3,12,1,5.5,2,3.33,36.2,1.2,14.1,78.2,78.7,81,1.6,2.9,16.9,2.5,7.8,39,13.7,61,90.5,77638,30.7,59460,25094,36895,26.5,2.5,0.2,27339,2.67,141274,17.6,11.2,17.2,3.6,11.2,0.8,8.3,7.8,6.6,63.9,54.1
12089,10133,0.0813932503158275,7.7,0.717652835747606,0.0245378807602187,0.0742778437201626,0.00249029871495751,2121.0512821,3301.2307692,802.1682243,1407.0819672,0.0654231625835189,0.0320972187421699,4.20066823249198,0.485045075406521,0.299174477065359,0.00111217224163151,0,0.1241523213,0.0123224371,25.460886241,18.108829714,0.784770013763964,0.110483261605178,0.19,0.28,0.25,0.21,0.12,5098,0.47,0.49,166,8.9,0.83,0.5,23,republican,80.1,21.5,1.7,5.1,1,2.91,29.6,6.1,4.3,86.7,83.7,83.8,0.7,1.1,0.6,3.1,4.2,20,20.1,80,91.3,92133,45.3,69943,31965,39199,0.5,0.9,0,36553,2.52,83098,10.5,7.4,14.1,1.2,10.5,0.1,7.8,6,13.2,90.3,87.1
37125,9539,0.0880849919311458,8,0.693315353496436,0.0228817399184413,0.0416796963840131,0.00335170258266162,892.33027523,1672.5762712,434.72246696,598.07272727,0.107266435986159,0.0378782346210959,4.80990277897273,0.395073529411765,0.296158796158796,0.00117206777430498,1,0.1127668143,0.0173441017,32.551120235,28.281208166,0.753317079430258,0.122315617506785,0.14,0.26,0.27,0.16,0.13,4379,0.49,0.57,155,10.4,0.83,0.34,65,republican,78.7,23.8,3.1,5.8,1.3,3.01,37.4,12.4,6.7,82.1,77.8,72.5,1.1,0.9,0.1,2,5.2,24.3,14.4,75.7,90.7,81481,44.3,59963,31217,39115,0.8,1.4,0.1,34606,2.41,97294,11.3,7.4,17.6,1.8,9,0.2,6.4,4.5,11.6,82.2,77.1
13151,10369,0.101513900357831,7.3,0.774354900403095,0.0181514367157039,0.0952484557232667,0.00582340254989748,2110.4018692,2773.7349398,697.63636364,959.25,0.0576909853537785,0.0414254719218573,3.62678726843218,0.522519520091411,0.354756049323267,6.4212423554002e-4,0,0.1445455197,0.0128873239,34.004849931,32.879039511,0.71562864031642,0.137683365624135,0.16,0.36,0.27,0.14,0.14,4236,0.42,0.42,176,11.7,0.81,0.54,201,democrat,74,11.3,1.1,5.8,3.3,3.39,28.5,43.9,6.8,88.4,87,87.5,1.9,1.1,0.6,3.5,6.2,29.6,2.9,70.4,91.2,85540,36.9,71288,33610,42363,0.1,1.3,0,29889,2.95,225356,8.5,6.5,12.5,3.5,10.3,1,6.5,6.8,9.8,47.9,43.4
41017,8104,0.0676843550601728,8,0.903995993229064,0.01455586708823,0.0525456767347353,0.00360133779264214,939.07035176,1222.9044586,220.17889908,932.01941748,0.069509650495566,0.0421529459876058,4.02674304188923,0.42426428707043906,0.264144375719603,0.00103277591973244,1,0.1774289985,0.0229817325,75.352170496,25.621491778,0.656897241655283,0.162196643229757,0.14,0.23,0.14,0.21,0.12,2198,0.45,0.52,169,8.3,0.74,0.18,135,democrat,79.7,19.6,1.9,5.1,1.1,2.92,35.4,0.6,8,88.6,87.8,84,0.9,0.7,0.2,2.3,5.1,33,7.9,67,93.7,86719,42.4,67043,31371,36772,0.6,1.3,0.2,35507,2.49,186251,10.8,6.8,14.2,3,7.6,0.8,4.3,2.5,9.9,93.2,87.3
29023,9555,0.109109892978335,6.9,0.685189512548488,0.0503472222222222,0.0792083468523625,0.00440631884873201,1015.8571429,1375.4516129,367.57758621,584.09589041,0.0750750750750751,0.0457880509736857,5.11410154173312,0.737284451528764,0.435280759702725,0.00100782824731636,0,0.1177547285,0.0162503762,55.00375038,42.500405582,0.63734181084551,0.123128119800333,0.22,0.38,0.4,0.17,0.17,7084,0.32,0.22,503,10.8,0.81,0.14,60,republican,76.5,18.5,2.1,6.2,0.8,3.07,13.3,5.5,2.1,72.5,63.2,72.2,0.4,0.5,0.1,1.2,2.3,36.3,13,63.7,83,53954,41.3,39915,21207,26769,0.6,0.2,0.1,21652,2.54,42656,23.7,13.7,35.7,2.5,11.9,0.1,3.9,0.4,10,90.4,88.6
34025,13164,0.0754612723428791,8.8,0.94808845458295,0.00659083074801793,0.0458265366747042,0.00272530897212585,859.1920439,944.30699088,381.43278085,1359.6367615,0.0334164738407909,0.0367371698451901,5.16350187679399,0.236266217769749,0.223373187786555,9.0843632404195e-4,1,0.1819422777,0.0151157298,57.109486271,40.87772243,0.736815550253555,0.180634772400972,0.13,0.25,0.24,0.21,0.08,4289,0.43,0.5,150,9.9,0.76,0.43,328,republican,78.6,17.1,2.3,5,5.4,3.2,46,7.2,10.8,88.6,84.9,83.2,3.1,3.3,1.2,8.4,7.6,26.2,0.9,73.8,93.4,134907,43.3,99733,43508,57178,0.2,2.8,0,51700,2.61,621659,6.9,6.4,9.1,2,5.7,0.5,2.9,2.4,5,82.4,75.2
39155,10514,0.0863642555510149,7,0.820271786678839,0.0269258287622228,0.0791551147247898,0.00436171274578301,2178.0434783,1891.6857143,636.625,2964.5820896,0.0801719505642128,0.0623873514179462,4.5072397500381,0.47475878245109,0.410709124193082,0.00124762950394251,1,0.1109026964,0.0125419027,61.742203282,53.837379303,0.707333774357903,0.114465484180249,0.2,0.39,0.27,0.15,0.16,6279,0.42,0.47,237,11.2,0.88,0.25,93,republican,79.4,21,2.9,5.3,0.5,2.89,18.7,8.2,1.8,76.8,70.8,71.5,0.4,0.6,0.3,3.3,1.2,29.4,4.6,70.6,89.4,62475,44.3,47280,26458,34547,0.1,0.1,0,26935,2.3,200367,17.2,8,28.4,2.5,6.8,0.3,5.9,4.6,9.8,88.5,87.1
